Id,idReducaoEmissao,IdProduto,ValorMedicao,idMedicaoOrigem,TipoMedicaoOrigem,ValorEstoque
8C2988B2-06AE-49A1-A341-0213A550474F,FFC9EB6A-6DDA-4EE2-882C-606DF32797F3,E7E17359-1BD5-4C26-A917-3FBDC6AA5980,293018.5800,47B04E86-82EC-4C6A-B3FD-9467133FB6C6,B,NULL
114DF770-7497-4490-8817-0F43C63487D7,FEAEC015-ADC8-4EB3-9B95-E7231D9DFDE1,E38EB314-3DEA-48A6-B394-0A58990AAD4E,1700096.4300,849D5741-2AF7-4101-8666-77D37BA78D8F,B,NULL
00FD7F67-4F85-4A98-91A5-11B1E35D5252,FEAEC015-ADC8-4EB3-9B95-E7231D9DFDE1,34D521B6-8059-43F3-A323-33E07B047301,500204.8600,414D4B50-8B8F-45C3-A3D8-D5B8F54A396D,B,NULL
DD9A6778-3D4B-4ECC-9D96-180F1E8F93C0,FEAEC015-ADC8-4EB3-9B95-E7231D9DFDE1,E38EB314-3DEA-48A6-B394-0A58990AAD4E,11961.0000,0F640799-5042-4737-BCC6-F4770E76A1C8,T,NULL
E77E7ECE-C80E-4CCD-9FA5-184A70D2A7BD,DB71A628-98B2-4FA5-BF27-AF64016B5C2E,E38EB314-3DEA-48A6-B394-0A58990AAD4E,169835.0900,E043C6EB-E132-47CC-A73F-EBBA8FDE70BB,B,0.0000
311FB8F7-6C11-4000-ABCC-192C11B7FF69,2A68DBA5-5525-4DE9-8785-B25A9EE84F99,E5EA6650-AB2E-4E2A-852C-B3C752AB255D,258401.4100,241A7A81-9DBB-45AA-AF19-0665686FF069,B,NULL
136B33C5-F654-4357-BB36-1A4F7117F86E,FFC9EB6A-6DDA-4EE2-882C-606DF32797F3,10F96AF6-1B76-4767-82A5-FCF8982A274D,21967.7100,18F8D3DA-B63D-4B17-B088-32FA27119C40,B,NULL
3ECB73B7-49F7-467E-A0E4-1A600B81379B,80C14F21-AC6E-48A5-92E1-AF63016B025D,865AF03C-79C5-4FA5-97AD-AF6300FBE384,806420.6100,B74C888D-19F7-418C-89C7-2F72BA54A5A8,B,0.0000
4F574550-2DC7-48F7-81E9-1A8272FB321D,FFC9EB6A-6DDA-4EE2-882C-606DF32797F3,E38EB314-3DEA-48A6-B394-0A58990AAD4E,1387750.9300,D9D43E1C-A3E7-403E-9CF6-71EDB28C5F42,B,NULL
22243AC7-6115-42D0-8E93-1DB4FA4BC028,FEAEC015-ADC8-4EB3-9B95-E7231D9DFDE1,E38EB314-3DEA-48A6-B394-0A58990AAD4E,1232881.0400,D9D43E1C-A3E7-403E-9CF6-71EDB28C5F42,B,NULL
A150A3CE-5098-49F0-8C10-1E081DCAC2E7,FFC9EB6A-6DDA-4EE2-882C-606DF32797F3,E38EB314-3DEA-48A6-B394-0A58990AAD4E,907012.4000,BF5DDDD4-2C62-4820-8863-1FB14583E6F0,B,NULL
DE1522B5-6360-4EDE-B8C4-1E8212B20684,2A68DBA5-5525-4DE9-8785-B25A9EE84F99,E38EB314-3DEA-48A6-B394-0A58990AAD4E,31050.0000,66B9F637-20A3-48D8-8740-62D14FBF50E8,T,NULL
24670C35-5D06-49CF-B1AF-1EEE1B22FD21,80C14F21-AC6E-48A5-92E1-AF63016B025D,865AF03C-79C5-4FA5-97AD-AF6300FBE384,169835.0900,E043C6EB-E132-47CC-A73F-EBBA8FDE70BB,B,0.0000
F796A8C9-C050-4BB4-A488-220ADB513AEA,FEAEC015-ADC8-4EB3-9B95-E7231D9DFDE1,34D521B6-8059-43F3-A323-33E07B047301,801789.7200,50E415FD-0568-4603-8DD0-042867590314,B,NULL
34C7AB44-465C-4438-9F3F-2DEE46A9A2D5,DB71A628-98B2-4FA5-BF27-AF64016B5C2E,E38EB314-3DEA-48A6-B394-0A58990AAD4E,99.3600,66B9F637-20A3-48D8-8740-62D14FBF50E8,T,99.0000
1A6B710D-0040-4309-B68F-3252395C92D1,2A68DBA5-5525-4DE9-8785-B25A9EE84F99,E38EB314-3DEA-48A6-B394-0A58990AAD4E,264387.4400,692DF5E6-FFB4-44EF-AEE3-472DD25252B1,B,NULL
ACE5DBF8-6F0B-4AED-93C1-33222D0777B0,FFC9EB6A-6DDA-4EE2-882C-606DF32797F3,10F96AF6-1B76-4767-82A5-FCF8982A274D,145820.9900,74FE3B90-6C89-4AB7-B999-07B3E2E8FE30,B,NULL
F5EC4008-22C3-438A-9416-3345ABD0FDED,2A68DBA5-5525-4DE9-8785-B25A9EE84F99,E38EB314-3DEA-48A6-B394-0A58990AAD4E,251583.6900,2A284B8A-4564-4090-9AB9-AA5CC36EE185,B,NULL
DD71BE4A-9452-4912-BBB6-45DFCFE920F8,2A68DBA5-5525-4DE9-8785-B25A9EE84F99,E5EA6650-AB2E-4E2A-852C-B3C752AB255D,252451.4400,D45005C5-2586-4CD9-8C50-4C78E96F6E9E,B,NULL
4148FA16-795A-4B76-BC24-4CCF24B3F248,FEAEC015-ADC8-4EB3-9B95-E7231D9DFDE1,E38EB314-3DEA-48A6-B394-0A58990AAD4E,1233504.7600,178C4BCC-B5BD-4C32-B609-945A6C3E374E,B,NULL
E644F09F-0810-4F49-A34D-4F2C5B51CA9B,2A68DBA5-5525-4DE9-8785-B25A9EE84F99,10F96AF6-1B76-4767-82A5-FCF8982A274D,882773.8900,EE251E45-C017-4D66-80B0-11ED824FDEDE,B,NULL
00C1E8E3-6D0F-4959-9BFA-511F17093127,FEAEC015-ADC8-4EB3-9B95-E7231D9DFDE1,E5EA6650-AB2E-4E2A-852C-B3C752AB255D,12360.0000,CFCE082B-B932-4CDF-93F5-45CF86F2FA58,T,NULL
0BB9C0DA-D656-46EC-B1F3-544307B4A24D,2A68DBA5-5525-4DE9-8785-B25A9EE84F99,34D521B6-8059-43F3-A323-33E07B047301,75465.3100,E521C3BF-65B6-41DB-B3A7-DD76B16C64FD,B,NULL
00C3CD8B-3861-4745-BFBB-5FC4FB88B034,2A68DBA5-5525-4DE9-8785-B25A9EE84F99,E38EB314-3DEA-48A6-B394-0A58990AAD4E,784000.4200,4DCF3B35-4821-46D6-A95C-8E2079695874,B,NULL
F2D33441-5460-4CB1-94E5-6A7CFA4A6D74,FEAEC015-ADC8-4EB3-9B95-E7231D9DFDE1,10F96AF6-1B76-4767-82A5-FCF8982A274D,2286504.1400,9B2EE48B-C58F-455C-BCFB-64CE19F7E7B8,B,NULL
FF1C52CC-8F65-49F0-B702-78088EAFBAC7,FEAEC015-ADC8-4EB3-9B95-E7231D9DFDE1,E7E17359-1BD5-4C26-A917-3FBDC6AA5980,467386.4600,0240C681-3605-4186-B584-9FF80867575F,B,NULL
45DEFB68-85B2-4F0A-AF51-7F41C8A83375,FFC9EB6A-6DDA-4EE2-882C-606DF32797F3,10F96AF6-1B76-4767-82A5-FCF8982A274D,10627.0000,10F96AF6-1B76-4767-82A5-FCF8982A274D,T,NULL
4FBD9996-A7C4-4F20-AABE-802193E1F5A0,80C14F21-AC6E-48A5-92E1-AF63016B025D,865AF03C-79C5-4FA5-97AD-AF6300FBE384,99.3600,66B9F637-20A3-48D8-8740-62D14FBF50E8,T,99.0000
B6A79424-D21A-452D-85DF-8069B4CA3C67,2A68DBA5-5525-4DE9-8785-B25A9EE84F99,E5EA6650-AB2E-4E2A-852C-B3C752AB255D,117631.0200,91D78467-C8D7-435C-AB98-5B22FF35D974,B,NULL
E741EF74-7F91-4F5C-9B41-884C4422AD74,FEAEC015-ADC8-4EB3-9B95-E7231D9DFDE1,10F96AF6-1B76-4767-82A5-FCF8982A274D,877192.1200,277D5862-C547-4F39-BFD9-6AF5B300EE6B,B,NULL
795E60E5-15B3-4771-BC35-895350F3E417,FFC9EB6A-6DDA-4EE2-882C-606DF32797F3,E38EB314-3DEA-48A6-B394-0A58990AAD4E,248776.6900,A75F28B6-ECFE-4804-8FA7-7D827CA73348,B,NULL
62D1ABC3-7301-455C-B95E-89C8D03D4715,FEAEC015-ADC8-4EB3-9B95-E7231D9DFDE1,34D521B6-8059-43F3-A323-33E07B047301,25772.0000,E326483D-27FC-4488-B6B5-19DDD8CC561E,T,NULL
7AB8D7FE-21AF-4188-BF23-8B97A8B1BECF,FFC9EB6A-6DDA-4EE2-882C-606DF32797F3,34D521B6-8059-43F3-A323-33E07B047301,11222.0000,0C37FD67-8F75-408C-8267-C06F0092D77C,T,NULL
6A08EE0D-0C98-452A-A5A3-8CD46F5F0E25,FFC9EB6A-6DDA-4EE2-882C-606DF32797F3,E7E17359-1BD5-4C26-A917-3FBDC6AA5980,0.0000,8802F3B9-FFF5-4FD8-B46A-FB48D3B93BCC,T,NULL
5767C6E5-B935-4E28-AB6C-8ED8AEA61800,FEAEC015-ADC8-4EB3-9B95-E7231D9DFDE1,E7E17359-1BD5-4C26-A917-3FBDC6AA5980,292917.8000,47B04E86-82EC-4C6A-B3FD-9467133FB6C6,B,NULL
1BCB75C6-0F18-4358-8931-93082F385313,DB71A628-98B2-4FA5-BF27-AF64016B5C2E,E38EB314-3DEA-48A6-B394-0A58990AAD4E,806420.6100,B74C888D-19F7-418C-89C7-2F72BA54A5A8,B,0.0000
8C314B40-B7B8-4417-99A2-9C0927AF22EA,FEAEC015-ADC8-4EB3-9B95-E7231D9DFDE1,E7E17359-1BD5-4C26-A917-3FBDC6AA5980,12866.0000,8802F3B9-FFF5-4FD8-B46A-FB48D3B93BCC,T,NULL
565FAA7D-F6CB-4837-B11E-A12D44D06F4B,FFC9EB6A-6DDA-4EE2-882C-606DF32797F3,34D521B6-8059-43F3-A323-33E07B047301,40513.0700,582FCA1B-5DC3-40CA-9E9E-2A82E7CDF2D0,B,NULL
3AC3A9A0-CE2F-4CDA-BDFC-ABAE01472B61,96FAC105-D68A-4F0C-801C-ABAE01472B5D,10F96AF6-1B76-4767-82A5-FCF8982A274D,8527.0000,F552A2A0-2733-444E-8C17-309402FE202E,T,NULL
4B21F79D-44FA-4C2E-BE8A-ABAE01472B64,96FAC105-D68A-4F0C-801C-ABAE01472B5D,10F96AF6-1B76-4767-82A5-FCF8982A274D,2286929.1600,9B2EE48B-C58F-455C-BCFB-64CE19F7E7B8,B,NULL
DDC8BACA-8174-489D-BD4A-ABAE01472B66,96FAC105-D68A-4F0C-801C-ABAE01472B5D,10F96AF6-1B76-4767-82A5-FCF8982A274D,877645.9500,277D5862-C547-4F39-BFD9-6AF5B300EE6B,B,NULL
0A363E47-255A-4845-81A2-ABAE01472B69,96FAC105-D68A-4F0C-801C-ABAE01472B5D,10F96AF6-1B76-4767-82A5-FCF8982A274D,2713084.2900,A941138F-0D2A-45DA-A5FB-D43B2DC6096E,B,NULL
15C01901-AB39-492B-8230-ABAE01472B6B,96FAC105-D68A-4F0C-801C-ABAE01472B5D,E5EA6650-AB2E-4E2A-852C-B3C752AB255D,11961.0000,CFCE082B-B932-4CDF-93F5-45CF86F2FA58,T,NULL
F10E6047-0BE4-4B32-A4F7-ABAE01472B6D,96FAC105-D68A-4F0C-801C-ABAE01472B5D,E5EA6650-AB2E-4E2A-852C-B3C752AB255D,1388543.3700,F52B0BB0-3549-4DED-820E-A9011C422A04,B,NULL
5BCB43CC-046F-474C-8412-ABAE01472B6F,96FAC105-D68A-4F0C-801C-ABAE01472B5D,E38EB314-3DEA-48A6-B394-0A58990AAD4E,14981.0000,0F640799-5042-4737-BCC6-F4770E76A1C8,T,NULL
94AB8B31-09DC-43AE-81B2-ABAE01472B71,96FAC105-D68A-4F0C-801C-ABAE01472B5D,E38EB314-3DEA-48A6-B394-0A58990AAD4E,1700665.7300,849D5741-2AF7-4101-8666-77D37BA78D8F,B,NULL
3BACA3E4-B83B-4F65-A7F8-ABAE01472B72,96FAC105-D68A-4F0C-801C-ABAE01472B5D,E38EB314-3DEA-48A6-B394-0A58990AAD4E,907012.4000,BF5DDDD4-2C62-4820-8863-1FB14583E6F0,B,NULL
561DD2EB-6C6A-4E80-8392-ABAE01472B74,96FAC105-D68A-4F0C-801C-ABAE01472B5D,E38EB314-3DEA-48A6-B394-0A58990AAD4E,1233003.9700,178C4BCC-B5BD-4C32-B609-945A6C3E374E,B,NULL
E970952B-F4C6-4B0D-AB13-ABAE01472B76,96FAC105-D68A-4F0C-801C-ABAE01472B5D,E38EB314-3DEA-48A6-B394-0A58990AAD4E,1387750.9300,D9D43E1C-A3E7-403E-9CF6-71EDB28C5F42,B,NULL
1B00F3F5-62B0-455D-8A9A-ABAE01472B78,96FAC105-D68A-4F0C-801C-ABAE01472B5D,34D521B6-8059-43F3-A323-33E07B047301,25625.0000,E326483D-27FC-4488-B6B5-19DDD8CC561E,T,NULL
,,,,,,
(50 rows affected),,,,,,
,,,,,,
,,,,,,
Completion time: 2024-05-22T10:11:32.6456150-03:00,,,,,,
